trial,seconds,ms,parse_ok,wire_cmd,prompt_tokens,output_tokens,total_ms_ollama,load_ms_ollama,prompt_eval_ms_ollama,eval_ms_ollama,error
1,0.5786705000009533,578.6705000009533,1,SET 1,202,7,575.7448,206.4083,50.9806,306.1378,
2,0.5887001000010059,588.7001000010059,1,SET 1,202,7,586.4363,225.4321,49.3625,294.5329,
3,0.563249500000893,563.249500000893,1,SET 1,202,7,561.0302,190.7939,51.851,307.3957,
4,0.6021145999984583,602.1145999984583,1,SET 1,202,7,599.1088,235.8477,49.7014,301.3655,
5,0.5496093000001565,549.6093000001565,1,SET 1,202,7,546.0405,181.7922,51.9728,302.2824,
6,0.583258399999977,583.258399999977,1,SET 1,202,7,580.8018,210.077,53.4531,310.9571,
7,0.58181759999934,581.81759999934,1,SET 1,202,7,579.6022,216.7659,51.5123,302.6875,
8,0.5583590999995067,558.3590999995067,1,SET 1,202,7,555.2055,189.0093,52.1124,305.1248,
9,0.5827341999993223,582.7341999993223,1,SET 1,202,7,579.6368,208.958,51.068,309.2691,
10,0.6457884000010381,645.7884000010381,1,SET 1,202,7,642.381,264.0447,52.2607,307.2215,
11,0.5930621000006795,593.0621000006795,1,SET 1,202,7,590.1866,229.998,45.6826,300.6002,
12,0.5542714000002888,554.2714000002888,1,SET 1,202,7,550.7993,179.4825,50.9006,310.2917,
13,0.5859619999991992,585.9619999991992,1,SET 1,202,7,583.5327,214.1557,50.1955,311.8342,
14,0.5997138000002451,599.7138000002451,1,SET 1,202,7,597.6027,233.6287,49.5318,302.5071,
15,0.5978195999996387,597.8195999996387,1,SET 1,202,7,595.3244,218.9753,51.9264,316.8676,
16,0.6231803999999102,623.1803999999102,1,SET 1,202,7,619.7682,253.4681,52.7637,306.2724,
17,0.6046162000002369,604.6162000002369,1,SET 1,202,7,602.0221,231.344,51.621,310.9114,
18,0.5751927999990585,575.1927999990585,1,SET 1,202,7,572.1763,210.8713,51.2803,301.604,
19,0.5689848000001803,568.9848000001803,1,SET 1,202,7,566.8644,197.7581,48.0056,307.3801,
20,0.5810292999994999,581.0292999994999,1,SET 1,202,7,577.6567,204.019,51.0654,312.6365,
21,0.5827356000008876,582.7356000008876,1,SET 1,202,7,579.6774,209.75,52.4063,305.8363,
22,0.5857794000003196,585.7794000003196,1,SET 1,202,7,584.4234,227.4709,51.9106,291.1578,
23,0.5863286000003427,586.3286000003427,1,SET 1,202,7,583.0289,217.86,53.0811,305.8982,
24,0.5715172000000166,571.5172000000166,1,SET 1,202,7,567.5654,199.6516,52.361,310.6266,
25,0.5557035000001633,555.7035000001633,1,SET 1,202,7,553.2904,186.8593,51.0092,305.4092,
26,0.5423967999995511,542.3967999995511,1,SET 1,202,7,540.9771,178.2651,50.7947,303.4294,
27,0.5819129999999859,581.9129999999859,1,SET 1,202,7,579.5083,209.3588,51.3605,305.2273,
28,0.5538288999996439,553.8288999996439,1,SET 1,202,7,552.4221,190.8481,51.1447,302.499,
29,0.5755651999988913,575.5651999988913,1,SET 1,202,7,572.4859,206.5345,52.3838,306.0021,
30,0.5829429999994318,582.9429999994318,1,SET 1,202,7,580.2401,208.0098,51.6871,309.8438,
31,0.5427553999998054,542.7553999998054,1,SET 1,202,7,539.8449,175.3438,50.8726,300.9078,
32,0.5797918999996909,579.7918999996909,1,SET 1,202,7,577.4086,206.5899,51.1634,310.022,
33,0.5399794000004476,539.9794000004476,1,SET 1,202,7,536.7289,175.7053,51.735,297.4965,
34,0.5330544000007649,533.0544000007649,1,SET 1,202,7,529.3407,162.4912,52.9946,309.8087,
35,0.5602638000000297,560.2638000000297,1,SET 1,202,7,558.2108,191.023,51.7547,302.6143,
36,0.5674971999997069,567.4971999997069,1,SET 1,202,7,563.974,195.5647,49.489,309.1176,
37,0.5554535999999644,555.4535999999644,1,SET 1,202,7,552.092,184.8961,51.9205,300.8946,
38,0.5328647000005731,532.8647000005731,1,SET 1,202,7,529.7999,171.6372,50.7018,296.0825,
39,0.5793099000002258,579.3099000002258,1,SET 1,202,7,576.4423,213.0952,49.9173,302.5301,
40,0.6039364000007481,603.9364000007481,1,SET 1,202,7,600.5659,233.192,51.6666,295.3691,
41,0.5669721000012942,566.9721000012942,1,SET 1,202,7,563.4615,194.8826,51.7442,310.6259,
42,0.575650199998563,575.650199998563,1,SET 1,202,7,572.2012,208.2821,50.0553,305.7867,
43,0.5588625999989745,558.8625999989745,1,SET 1,202,7,557.4449,191.3746,52.7354,308.5738,
44,0.5731500000001688,573.1500000001688,1,SET 1,202,7,571.1238,196.1358,51.9864,311.0677,
45,0.5512225000002218,551.2225000002218,1,SET 1,202,7,548.6654,186.1869,49.8478,303.1634,
46,0.5664266999992833,566.4266999992833,1,SET 1,202,7,563.0446,197.2242,49.6866,305.4247,
47,0.595273000000816,595.273000000816,1,SET 1,202,7,592.3095,229.1519,49.4738,301.274,
48,0.5614662000007229,561.4662000007229,1,SET 1,202,7,557.7058,198.2235,51.0845,298.2864,
49,0.5793563000006543,579.3563000006543,1,SET 1,202,7,575.9945,210.0107,48.7319,301.5168,
50,0.5626247000000149,562.6247000000149,1,SET 1,202,7,559.8818,184.2997,50.3489,311.1415,
51,0.5588804999988497,558.8804999988497,1,SET 1,202,7,557.1322,196.2916,48.7335,300.0198,
52,0.5790025000005699,579.0025000005699,1,SET 1,202,7,576.1776,211.0381,51.4569,302.3445,
53,0.5777952999997069,577.7952999997069,1,SET 1,202,7,575.7006,200.7669,50.1172,313.3012,
54,0.5695646999993187,569.5646999993187,1,SET 1,202,7,566.7831,201.086,53.4142,302.6571,
55,0.5820552000004682,582.0552000004682,1,SET 1,202,7,579.5555,206.0394,49.8916,311.927,
56,0.5449749999988853,544.9749999988853,1,SET 1,202,7,541.718,177.4956,51.6527,307.2831,
57,0.5704857999990054,570.4857999990054,1,SET 1,202,7,567.8244,198.6029,50.4603,308.5018,
58,0.5423412000000098,542.3412000000098,1,SET 1,202,7,539.9714,176.1489,52.9481,294.3693,
59,0.5438154000003124,543.8154000003124,1,SET 1,202,7,541.053,171.6173,51.2236,307.8818,
60,0.5448846999988746,544.8846999988746,1,SET 1,202,7,543.353,181.9697,50.3793,304.7602,
61,0.5495583000010811,549.5583000010811,1,SET 1,202,7,546.849,175.9682,48.2835,313.2397,
62,0.5707741999995051,570.7741999995051,1,SET 1,202,7,567.3406,205.1741,52.0216,301.1859,
63,0.604245999998966,604.245999998966,1,SET 1,202,7,600.6206,236.6891,49.5377,305.0527,
64,0.5917700000009063,591.7700000009063,1,SET 1,202,7,589.1806,224.9625,54.2936,301.5015,
65,0.5591598000009981,559.1598000009981,1,SET 1,202,7,557.2168,188.9598,51.0912,309.6965,
66,0.5254041999996844,525.4041999996844,1,SET 1,202,7,523.0968,163.1837,50.6902,301.8833,
67,0.5249600000006467,524.9600000006467,1,SET 1,202,7,522.5298,153.7678,52.1097,309.6576,
68,0.5545154999999795,554.5154999999795,1,SET 1,202,7,551.1916,177.3156,51.1541,310.0818,
69,0.5688841999999568,568.8841999999568,1,SET 1,202,7,566.7875,193.1891,53.867,314.3166,
70,0.5680621999999858,568.0621999999858,1,SET 1,202,7,565.2682,193.7024,52.7082,311.5433,
71,0.5643170999992435,564.3170999992435,1,SET 1,202,7,561.9738,195.3446,49.7486,305.3929,
72,0.5645286999988457,564.5286999988457,1,SET 1,202,7,561.0501,176.0318,57.1898,310.4899,
73,0.6136935000013182,613.6935000013182,1,SET 1,202,7,610.4324,243.721,50.9633,303.331,
74,0.6189463999999134,618.9463999999134,1,SET 1,202,7,614.6779,252.2063,50.3751,296.4619,
75,0.6192153000010876,619.2153000010876,1,SET 1,202,7,615.5358,201.832,55.3155,347.2031,
76,0.6245572999996511,624.5572999996511,1,SET 1,202,7,619.4127,245.1291,56.049,308.2153,
77,0.611004899999898,611.004899999898,1,SET 1,202,7,608.0217,237.2545,57.5418,305.8685,
78,0.6654832000003807,665.4832000003807,1,SET 1,202,7,660.7082,243.3634,50.0532,356.4499,
79,0.6728035999985877,672.8035999985877,1,SET 1,202,7,668.9103,239.6209,65.811,356.1886,
80,0.6958379999996396,695.8379999996396,1,SET 1,202,7,692.7266,248.6505,67.753,366.5261,
81,0.5614588000007643,561.4588000007643,1,SET 1,202,7,558.2031,192.7404,49.2579,309.1738,
82,0.6186803000000509,618.6803000000509,1,SET 1,202,7,614.5758,250.5538,46.8801,304.1816,
83,0.602252500000759,602.252500000759,1,SET 1,202,7,598.3645,223.9811,52.0182,310.0156,
84,0.6317359000004217,631.7359000004217,1,SET 1,202,7,627.4463,259.1579,51.8592,305.2758,
85,0.6110953000006702,611.0953000006702,1,SET 1,202,7,608.3999,247.5089,51.3055,298.8819,
86,0.593015700000251,593.015700000251,1,SET 1,202,7,591.0639,233.6365,46.6215,297.5129,
87,0.6209290999995574,620.9290999995574,1,SET 1,202,7,617.496,251.2573,50.9694,301.389,
88,0.617255600000135,617.255600000135,1,SET 1,202,7,613.5201,249.5863,52.9969,299.9889,
89,0.6181649999998626,618.1649999998626,1,SET 1,202,7,615.8726,259.6323,48.971,294.9537,
90,0.5953026000006503,595.3026000006503,1,SET 1,202,7,591.5247,228.5718,52.3612,299.6113,
91,0.6013238999985333,601.3238999985333,1,SET 1,202,7,596.5827,233.4805,50.1567,295.5037,
92,0.617582400000174,617.582400000174,1,SET 1,202,7,614.5623,244.8881,47.4522,306.1855,
93,0.6082042999987607,608.2042999987607,1,SET 1,202,7,605.371,246.1009,48.3082,298.7053,
94,0.625286700000288,625.286700000288,1,SET 1,202,7,621.6439,258.5547,47.3551,303.433,
95,0.6176986999998917,617.6986999998917,1,SET 1,202,7,613.5347,252.9817,49.6533,292.8608,
96,0.5959869999987859,595.9869999987859,1,SET 1,202,7,592.3595,239.7255,51.5268,292.5027,
97,0.6789236000004166,678.9236000004166,1,SET 1,202,7,673.6549,251.1792,52.0663,358.7891,
98,0.7051585999997769,705.1585999997769,1,SET 1,202,7,700.1846,258.9727,60.4319,369.5696,
99,0.6573880999985704,657.3880999985704,1,SET 1,202,7,652.7507,241.4573,60.1241,342.503,
100,0.622593500000221,622.593500000221,1,SET 1,202,7,619.5364,250.061,49.3246,305.371,
101,0.6124353000013798,612.4353000013798,1,SET 1,202,7,608.4882,249.3557,49.3098,288.8515,
102,0.6099026000010781,609.9026000010781,1,SET 1,202,7,605.0516,243.2694,48.8821,298.0823,
103,0.6497361000001547,649.7361000001547,1,SET 1,202,7,645.7245,238.8471,52.7267,342.3771,
104,0.6460108999999647,646.0108999999647,1,SET 1,202,7,642.1785,255.9864,52.3063,326.3784,
105,0.6011723999999958,601.1723999999958,1,SET 1,202,7,598.511,228.7168,50.2432,304.4992,
106,0.6263369000007515,626.3369000007515,1,SET 1,202,7,623.5261,242.7064,51.8595,315.5991,
107,0.6199417999996513,619.9417999996513,1,SET 1,202,7,615.7011,255.7863,50.2888,296.4643,
108,0.6313969999991969,631.3969999991969,1,SET 1,202,7,627.4469,266.3893,50.068,301.2005,
109,0.6276548000005278,627.6548000005278,1,SET 1,202,7,624.3503,262.4479,48.4363,298.2588,
110,0.6318074999999226,631.8074999999226,1,SET 1,202,7,628.2873,259.5981,52.7021,302.1161,
111,0.6384257000008802,638.4257000008802,1,SET 1,202,7,634.637,271.2015,52.3301,302.4623,
112,0.6223697999994329,622.3697999994329,1,SET 1,202,7,619.4173,256.4507,48.5315,294.4722,
113,0.638217399999121,638.217399999121,1,SET 1,202,7,633.9621,269.5531,52.6859,299.8514,
114,0.6349859000001743,634.9859000001743,1,SET 1,202,7,632.3033,267.1727,52.7422,291.37,
115,0.5855117999999493,585.5117999999493,1,SET 1,202,7,581.6425,215.7502,51.8293,303.8441,
116,0.6372671999997692,637.2671999997692,1,SET 1,202,7,634.2626,273.8417,52.2701,292.3968,
117,0.6339783000003081,633.9783000003081,1,SET 1,202,7,629.2255,267.6524,48.8218,298.9217,
118,0.6270772999996552,627.0772999996552,1,SET 1,202,7,624.1428,266.3264,51.5215,291.5807,
119,0.6242917999989004,624.2917999989004,1,SET 1,202,7,621.5731,258.1832,54.3829,296.7453,
120,0.587555699999939,587.555699999939,1,SET 1,202,7,584.8887,230.3377,48.3314,294.6473,
121,0.5993584999996528,599.3584999996528,1,SET 1,202,7,594.8438,237.0938,48.7549,299.7827,
122,0.6127446999998938,612.7446999998938,1,SET 1,202,7,608.1709,249.7078,49.4322,295.2912,
123,0.6311492000004364,631.1492000004364,1,SET 1,202,7,628.453,272.8383,47.2087,300.688,
124,0.628644999998869,628.644999998869,1,SET 1,202,7,624.2901,266.2611,49.4011,290.0871,
125,0.6129796000004717,612.9796000004717,1,SET 1,202,7,610.5236,245.0817,48.6363,301.0088,
126,0.6220938000005845,622.0938000005845,1,SET 1,202,7,617.7042,260.6301,50.8789,297.8191,
127,0.6279346999999689,627.9346999999689,1,SET 1,202,7,623.8949,264.8687,50.4527,294.8164,
128,0.6109354000000167,610.9354000000167,1,SET 1,202,7,606.2196,245.9143,50.0625,295.7245,
129,0.6132043000015983,613.2043000015983,1,SET 1,202,7,608.6695,252.5999,52.1523,295.1207,
130,0.6198841999994329,619.8841999994329,1,SET 1,202,7,616.2827,254.5582,50.3573,293.608,
131,0.6321437000005972,632.1437000005972,1,SET 1,202,7,629.1903,266.0269,51.2671,300.8911,
132,0.6384904999995342,638.4904999995342,1,SET 1,202,7,635.1412,274.1547,52.8221,295.9426,
133,0.6231436999987636,623.1436999987636,1,SET 1,202,7,619.9188,249.7652,48.0685,309.233,
134,0.637371599999824,637.371599999824,1,SET 1,202,7,632.8565,272.474,49.9288,302.8885,
135,0.6303952999987814,630.3952999987814,1,SET 1,202,7,625.8156,262.8821,51.2051,291.4988,
136,0.6200837000014872,620.0837000014872,1,SET 1,202,7,616.5747,256.1163,48.6814,302.0909,
137,0.6481188999987353,648.1188999987353,1,SET 1,202,7,645.271,279.6251,53.1412,298.7612,
138,0.621532400000433,621.532400000433,1,SET 1,202,7,618.2988,264.2847,49.2086,286.2002,
139,0.6168039999993198,616.8039999993198,1,SET 1,202,7,612.6136,259.3985,46.2972,292.4502,
140,0.6416430999997829,641.6430999997829,1,SET 1,202,7,638.7715,280.9058,50.7186,294.7526,
141,0.6151121000002604,615.1121000002604,1,SET 1,202,7,611.6511,254.426,49.3848,291.325,
142,0.6213542000004963,621.3542000004963,1,SET 1,202,7,617.6647,259.7998,50.8623,296.4082,
143,0.6227582000010443,622.7582000010443,1,SET 1,202,7,619.8596,261.1597,50.6442,294.4812,
144,0.6114956000001257,611.4956000001257,1,SET 1,202,7,606.6422,249.9387,52.0708,297.5616,
145,0.6289359999991575,628.9359999991575,1,SET 1,202,7,625.6466,266.4676,51.2107,294.0741,
146,0.629409699999087,629.409699999087,1,SET 1,202,7,624.8529,269.4554,48.6076,295.7035,
147,0.6082550999999512,608.2550999999512,1,SET 1,202,7,604.1447,246.2846,48.5122,294.99,
148,0.6196295999998256,619.6295999998256,1,SET 1,202,7,615.8902,258.8147,50.3104,294.6497,
149,0.6006839000001492,600.6839000001492,1,SET 1,202,7,597.3296,240.5834,48.8167,297.8366,
150,0.6359413000009226,635.9413000009226,1,SET 1,202,7,632.7717,269.2044,49.3795,294.258,
151,0.619575700000496,619.575700000496,1,SET 1,202,7,615.7484,251.676,49.8096,303.0568,
152,0.5945497000011528,594.5497000011528,1,SET 1,202,7,590.4963,227.2081,51.6475,293.9635,
153,0.6138277999998536,613.8277999998536,1,SET 1,202,7,611.9754,254.0916,49.2521,289.0112,
154,0.6127833999998984,612.7833999998984,1,SET 1,202,7,609.7288,250.6262,53.2238,291.1397,
155,0.6333893999999418,633.3893999999418,1,SET 1,202,7,629.9176,274.1899,49.1137,294.4197,
156,0.6558447999996133,655.8447999996133,1,SET 1,202,7,652.7107,281.674,51.315,308.3681,
157,0.6273772000004101,627.3772000004101,1,SET 1,202,7,622.8892,266.3945,48.1758,294.5805,
158,0.6425706999998511,642.5706999998511,1,SET 1,202,7,639.1956,274.943,49.4397,296.6332,
159,0.6290868000014598,629.0868000014598,1,SET 1,202,7,625.4962,269.385,50.4935,293.8947,
160,0.6330079999988811,633.0079999988811,1,SET 1,202,7,629.4321,266.8376,50.9842,296.2051,
161,0.6362098999998125,636.2098999998125,1,SET 1,202,7,632.8862,275.7395,50.141,289.3125,
162,0.6170954000008351,617.0954000008351,1,SET 1,202,7,612.3694,254.6042,49.7932,291.9101,
163,0.6226661000000604,622.6661000000604,1,SET 1,202,7,618.9957,258.2072,50.8615,299.3047,
164,0.6379983000006177,637.9983000006177,1,SET 1,202,7,634.6944,276.822,51.6591,299.0542,
165,0.5988978999994288,598.8978999994288,1,SET 1,202,7,595.9318,238.0318,49.205,291.4131,
166,0.6226404000008188,622.6404000008188,1,SET 1,202,7,619.8255,259.5171,47.9331,296.1999,
167,0.6383216000012908,638.3216000012908,1,SET 1,202,7,633.5515,273.2636,49.3745,293.2642,
168,0.6343058999991626,634.3058999991626,1,SET 1,202,7,629.9103,268.9221,51.2107,291.6852,
169,0.6279682000003959,627.9682000003959,1,SET 1,202,7,623.8812,261.599,48.8079,298.6922,
170,0.6212362999995094,621.2362999995094,1,SET 1,202,7,617.2141,254.1551,51.4671,298.2664,
171,0.644296000000395,644.296000000395,1,SET 1,202,7,639.9919,277.0286,49.1962,301.1523,
172,0.62118510000073,621.18510000073,1,SET 1,202,7,617.928,263.363,49.6074,293.0606,
173,0.6170901999994385,617.0901999994385,1,SET 1,202,7,613.0408,254.2986,51.0451,297.381,
174,0.6230653000002349,623.0653000002349,1,SET 1,202,7,619.8039,257.8869,50.2241,299.2717,
175,0.6217327000013029,621.7327000013029,1,SET 1,202,7,617.1839,257.0077,51.8663,291.672,
176,0.625588400000197,625.588400000197,1,SET 1,202,7,622.6362,264.7644,49.1622,291.5928,
177,0.6403562000014063,640.3562000014063,1,SET 1,202,7,637.4605,272.5587,48.5185,305.9067,
178,0.6092427000003227,609.2427000003227,1,SET 1,202,7,606.4399,246.1104,51.4152,297.1032,
179,0.6341100999998162,634.1100999998162,1,SET 1,202,7,631.2474,271.2553,51.869,300.4269,
180,0.6314882999995461,631.4882999995461,1,SET 1,202,7,627.6328,270.3852,50.3241,294.7339,
181,0.6029364999994868,602.9364999994868,1,SET 1,202,7,599.1626,243.1984,48.2419,299.238,
182,0.6420389000013529,642.0389000013529,1,SET 1,202,7,639.2096,275.5137,51.6584,297.9697,
183,0.6220670000002428,622.0670000002428,1,SET 1,202,7,619.1349,258.0463,51.9003,297.0145,
184,0.6319070000008651,631.9070000008651,1,SET 1,202,7,628.7596,275.7278,49.7454,288.2021,
185,0.6269615000001068,626.9615000001068,1,SET 1,202,7,623.8071,267.3953,49.4657,298.8355,
186,0.6065111999996589,606.5111999996589,1,SET 1,202,7,601.9113,243.6219,48.6283,292.648,
187,0.6229669999993348,622.9669999993348,1,SET 1,202,7,619.7323,262.7585,48.8108,291.1611,
188,0.6096250000009604,609.6250000009604,1,SET 1,202,7,605.1058,251.1057,48.7306,294.5709,
189,0.6214792000009766,621.4792000009766,1,SET 1,202,7,618.4399,265.5862,49.3854,293.0659,
190,0.6335497000000032,633.5497000000032,1,SET 1,202,7,629.4495,271.2411,49.3467,298.6529,
191,0.6115205000005517,611.5205000005517,1,SET 1,202,7,607.461,254.9277,49.5695,293.9458,
192,0.6169319999989966,616.9319999989966,1,SET 1,202,7,614.6509,258.1812,48.6924,291.6552,
193,0.6226680999989185,622.6680999989185,1,SET 1,202,7,619.2588,261.0836,47.9303,293.9514,
194,0.6150791000000027,615.0791000000027,1,SET 1,202,7,611.7914,259.0073,49.178,293.5962,
195,0.6385455999989063,638.5455999989063,1,SET 1,202,7,634.3266,276.1913,49.099,296.2962,
196,0.6228157999994437,622.8157999994437,1,SET 1,202,7,618.556,263.3951,47.1887,295.3232,
197,0.6206216999999015,620.6216999999015,1,SET 1,202,7,616.8807,259.8677,49.2487,287.4275,
198,0.6136466000007204,613.6466000007204,1,SET 1,202,7,608.5911,253.8688,47.4592,291.6281,
199,0.5650559999994584,565.0559999994584,1,SET 1,202,7,560.9192,206.7691,47.467,287.5908,
200,0.6235615000005055,623.5615000005055,1,SET 1,202,7,620.1494,261.2167,51.1947,296.196,
201,0.6072578000002977,607.2578000002977,1,SET 1,202,7,603.7833,247.5088,48.4844,296.9701,
202,0.5973054000005504,597.3054000005504,1,SET 1,202,7,594.1563,230.0696,49.1348,301.7901,
203,0.6128656000000774,612.8656000000774,1,SET 1,202,7,610.3918,248.8069,52.5641,298.0566,
204,0.6214376999996603,621.4376999996603,1,SET 1,202,7,616.6606,261.9759,48.1474,290.9669,
205,0.6361960000012914,636.1960000012914,1,SET 1,202,7,632.4678,271.7376,50.2856,299.2617,
206,0.625496500000736,625.496500000736,1,SET 1,202,7,621.5327,258.8309,48.5064,300.5224,
207,0.6270049999984622,627.0049999984622,1,SET 1,202,7,623.6723,265.8801,50.2584,296.4744,
208,0.6323231999995187,632.3231999995187,1,SET 1,202,7,628.6352,265.5983,50.4627,302.7133,
209,0.615056700000423,615.056700000423,1,SET 1,202,7,610.7581,255.6379,48.4613,297.19,
210,0.6312651000007463,631.2651000007463,1,SET 1,202,7,627.3837,269.365,50.5868,296.6308,
211,0.6255055000001448,625.5055000001448,1,SET 1,202,7,620.6957,264.6754,49.1835,284.2577,
212,0.5920747999989544,592.0747999989544,1,SET 1,202,7,586.7963,233.9967,48.4055,293.2643,
213,0.623966000001019,623.966000001019,1,SET 1,202,7,619.9145,263.0924,50.3632,290.2319,
214,0.6155954999994719,615.5954999994719,1,SET 1,202,7,612.4373,254.1424,51.5845,294.2402,
215,0.6361529999994673,636.1529999994673,1,SET 1,202,7,631.5532,276.8245,49.1078,293.4752,
216,0.6292477000006329,629.2477000006329,1,SET 1,202,7,625.7993,267.6403,48.9872,297.1606,
217,0.604314099999101,604.314099999101,1,SET 1,202,7,601.2341,247.2351,48.657,291.817,
218,0.6030682000000525,603.0682000000525,1,SET 1,202,7,599.7909,243.4017,51.0741,294.219,
219,0.6260800999989442,626.0800999989442,1,SET 1,202,7,622.0238,265.2094,47.5996,289.544,
220,0.6210136999998213,621.0136999998213,1,SET 1,202,7,618.434,261.1423,48.4852,293.9215,
221,0.6270358000001579,627.0358000001579,1,SET 1,202,7,623.3844,263.7871,50.9247,293.6208,
222,0.6269967999996879,626.9967999996879,1,SET 1,202,7,623.012,261.0753,47.8807,297.4548,
223,0.6195698999999877,619.5698999999877,1,SET 1,202,7,616.8946,261.3579,48.5681,288.8697,
224,0.6458143000018026,645.8143000018026,1,SET 1,202,7,642.3296,284.2459,51.2375,293.5915,
225,0.6067273999997269,606.7273999997269,1,SET 1,202,7,603.1285,249.2141,46.5128,287.8109,
226,0.6377682999991521,637.7682999991521,1,SET 1,202,7,633.3749,270.9557,51.7091,291.7602,
227,0.6253464000001259,625.3464000001259,1,SET 1,202,7,622.6857,265.1728,49.6575,299.349,
228,0.6362428000011278,636.2428000011278,1,SET 1,202,7,631.7932,273.1651,51.8793,294.7964,
229,0.62855639999907,628.55639999907,1,SET 1,202,7,624.6683,265.6147,48.6339,287.5424,
230,0.6199209000005794,619.9209000005794,1,SET 1,202,7,617.0363,260.4324,49.7502,293.8182,
231,0.6306096999996953,630.6096999996953,1,SET 1,202,7,627.1176,270.0104,50.6229,292.9368,
232,0.640110199999981,640.110199999981,1,SET 1,202,7,635.6481,275.6858,52.1836,293.3145,
233,0.6078039000003628,607.8039000003628,1,SET 1,202,7,604.6938,248.685,50.8342,296.198,
234,0.6265118999999686,626.5118999999686,1,SET 1,202,7,623.9606,268.8412,48.3984,293.9803,
235,0.605541799999628,605.541799999628,1,SET 1,202,7,601.2412,242.3497,48.4718,299.3998,
236,0.6200026999995316,620.0026999995316,1,SET 1,202,7,616.471,257.7316,46.1752,286.888,
237,0.640531999999439,640.531999999439,1,SET 1,202,7,637.6901,274.427,48.6143,301.4358,
238,0.6043804000000819,604.3804000000819,1,SET 1,202,7,601.0342,246.3083,49.7048,294.6469,
239,0.6140709000010247,614.0709000010247,1,SET 1,202,7,609.851,256.0816,49.3624,283.8098,
240,0.6309796999994433,630.9796999994433,1,SET 1,202,7,628.0797,268.1109,51.4023,295.4702,
241,0.6332413000000088,633.2413000000088,1,SET 1,202,7,629.1835,271.1643,50.4874,293.6948,
242,0.6304654000014125,630.4654000014125,1,SET 1,202,7,627.49,268.489,52.1589,297.4466,
243,0.6258438000004389,625.8438000004389,1,SET 1,202,7,622.4909,262.6764,49.2849,298.8462,
244,0.6239726000003429,623.9726000003429,1,SET 1,202,7,619.7948,262.8865,48.3158,290.5352,
245,0.6258319000007759,625.8319000007759,1,SET 1,202,7,623.2225,266.7271,49.0281,298.305,
246,0.6228526000013517,622.8526000013517,1,SET 1,202,7,619.1695,257.4604,47.4176,298.8032,
247,0.6274804999993648,627.4804999993648,1,SET 1,202,7,623.2033,263.3109,50.0069,295.4863,
248,0.6248539999996865,624.8539999996865,1,SET 1,202,7,621.6711,264.1231,50.114,293.9209,
249,0.6273887000006653,627.3887000006653,1,SET 1,202,7,623.9741,266.403,50.5299,298.9999,
